30/4/2024 4:28:11 pm,96,ADIDAS GALAXY STAR,black / white / red / gray,41
30/4/2024 4:29:25 pm,174,ADIDAS ULTRA 4DFWD,black,39
30/4/2024 6:51:25 pm,64,ADIDAS ULTRABOOST LIGHT,white / red / orange,39
30/4/2024 11:35:23 pm,62,ADIDAS ULTRABOOST LIGHT,white / red / orange,37
